size (cm),shape,weight (g),avg_price (₹),color,taste,fruit_name
25.8,round,3028.7,163.8,green,sweet,watermelon
3,oval,19.6,60.1,red,sweet,strawberry
10.3,oval,399.7,147.8,pink,sweet,dragon fruit
3.8,round,45.8,64.2,purple,tangy,plum
2.1,round,15.5,52.9,pink,sweet,lychee
6.4,round,183.4,64.1,green,sour,guava
8.8,oval,245.8,119.2,yellow,sweet,mango
9.5,long,130.4,44,yellow,sweet,banana
3.2,oval,21.2,65.2,red,sweet,strawberry
5.7,round,154,77.9,red,sweet,apple
10.1,long,118.1,40.9,yellow,sweet,banana
7.4,round,278,85.8,green,sweet,custard apple
8.1,oval,250.3,118.9,yellow,sweet,mango
4.3,round,46.6,71.9,purple,tangy,plum
9,oval,243.1,114.8,yellow,sweet,mango
5.3,oval,48.6,20.5,orange,tangy,orange
3.7,round,53.9,65.6,purple,tangy,plum
5.4,oval,73.9,100.4,brown,tangy,kiwi
1.1,round,5.1,40.9,blue,sweet,blueberry
2.8,oval,19.2,64.7,red,sweet,strawberry
8.9,oval,270.3,131.5,yellow,sweet,mango
9.8,long,121.8,40.6,yellow,sweet,banana
13.7,oval,1082.8,86.6,brown,tangy,pineapple
9.2,long,121,42.9,yellow,sweet,banana
17.6,round,1142.1,105.6,brown,sweet,coconut
1.9,round,15.6,54.7,pink,sweet,lychee
2.8,oval,9.2,32.2,red,sweet,cherry
26.2,round,2726.7,156.4,green,sweet,watermelon
6.5,round,204.9,61.6,green,sour,guava
4.9,oval,67.8,91.9,brown,tangy,kiwi
6.6,round,263.6,121,red,sweet,pomegranate
20.7,oval,1546.7,73.5,orange,sweet,papaya
3.1,oval,18.8,65.9,red,sweet,strawberry
9.6,oval,258.2,127.6,yellow,sweet,mango
6.4,round,141.1,80,red,sweet,apple
3.3,oval,20.8,59.8,red,sweet,strawberry
3.2,oval,20.1,60.8,red,sweet,strawberry
18.5,round,1242.7,90.1,brown,sweet,coconut
6.5,round,141.4,84.4,red,sweet,apple
5.5,round,136.1,76.6,red,sweet,apple
10.4,long,125.9,36.2,yellow,sweet,banana
21.4,oval,1400.4,73.2,orange,sweet,papaya
1.9,round,15.9,52.6,pink,sweet,lychee
5,oval,47.8,18.1,orange,tangy,orange
8,oval,165.6,76.8,green,sweet,pear
6.5,round,154.7,77.6,red,sweet,apple
10.8,oval,421,161.9,pink,sweet,dragon fruit
8,round,315.1,81.9,green,sweet,custard apple
4.7,oval,46.8,18.1,orange,tangy,orange
3.9,round,47.5,63.7,purple,tangy,plum
14,oval,1089.1,93.9,brown,tangy,pineapple
22.8,round,3238.3,146.4,green,sweet,watermelon
9.4,oval,425.1,158.8,pink,sweet,dragon fruit
10.9,oval,404.8,156.5,pink,sweet,dragon fruit
7.3,round,226.1,124.7,red,sweet,pomegranate
4.6,oval,47.1,19.3,orange,tangy,orange
1,round,5.5,9.6,purple,sweet,grape
18.3,oval,1537.3,86.8,orange,sweet,papaya
8.2,round,319.2,98.9,green,sweet,custard apple
0.9,round,5.3,41.7,blue,sweet,blueberry
7.7,oval,174.8,75.5,green,sweet,pear
9.3,long,128.1,40.5,yellow,sweet,banana
6.5,round,184.4,64.2,green,sour,guava
10.6,oval,372.2,158.8,pink,sweet,dragon fruit
18.4,oval,1500.3,79.1,orange,sweet,papaya
15.4,oval,1190.5,81.9,brown,tangy,pineapple
7.3,round,308.3,98,green,sweet,custard apple
7.4,round,313.7,90.7,green,sweet,custard apple
7.6,round,204.8,64.9,green,sour,guava
6.5,round,140,72,red,sweet,apple
2.1,round,16.2,49.5,pink,sweet,lychee
7.6,round,241.3,124.5,red,sweet,pomegranate
2.2,round,14.9,50.8,pink,sweet,lychee
6.6,round,219.9,54.8,green,sour,guava
14.9,oval,1166,83.6,brown,tangy,pineapple
16.3,oval,1104.8,90.4,brown,tangy,pineapple
7.1,round,244.6,120.6,red,sweet,pomegranate
7,round,246.1,130,red,sweet,pomegranate
4.7,oval,49.2,20.2,orange,tangy,orange
4.7,oval,49.2,19.2,orange,tangy,orange
20.7,oval,1377.4,77.3,orange,sweet,papaya
3.1,oval,21.7,65.3,red,sweet,strawberry
7.5,round,197.1,64,green,sour,guava
1,round,5.2,37.9,blue,sweet,blueberry
4.1,round,46.2,73.2,purple,tangy,plum
7.6,round,251.5,123.5,red,sweet,pomegranate
5.7,round,140.3,72.1,red,sweet,apple
7.4,round,289.2,85.7,green,sweet,custard apple
3.8,round,48.5,74.2,purple,tangy,plum
23.7,round,3030.1,142.4,green,sweet,watermelon
8.1,oval,165.3,75.7,green,sweet,pear
5.1,oval,45,18.1,orange,tangy,orange
16,oval,1118.7,81.9,brown,tangy,pineapple
6,round,138.2,75.5,red,sweet,apple
6.9,round,269.9,112.5,red,sweet,pomegranate
3.1,oval,10.4,31.1,red,sweet,cherry
15.7,oval,1247.1,97,brown,tangy,pineapple
5.3,oval,47.5,19.9,orange,tangy,orange
5.1,oval,47.3,18.4,orange,tangy,orange
11,oval,404.3,151.6,pink,sweet,dragon fruit
4.3,round,53.9,68.8,purple,tangy,plum
8.6,oval,238.4,131.1,yellow,sweet,mango
9.5,long,130.2,38.1,yellow,sweet,banana
9.5,oval,228.8,120.5,yellow,sweet,mango
2.8,oval,9.9,31.8,red,sweet,cherry
13.9,oval,1172.7,85.8,brown,tangy,pineapple
7.9,round,309.9,96.1,green,sweet,custard apple
2.1,round,16.1,54.9,pink,sweet,lychee
10,long,121.6,43.5,yellow,sweet,banana
3.3,oval,9.2,31.6,red,sweet,cherry
6.1,round,150.9,72.5,red,sweet,apple
9.2,oval,260,125.1,yellow,sweet,mango
17.9,round,1291.2,91.8,brown,sweet,coconut
4.3,round,48.7,74.6,purple,tangy,plum
10.8,long,118.7,38,yellow,sweet,banana
5,oval,46.2,18.6,orange,tangy,orange
3,oval,10.6,32,red,sweet,cherry
8.7,oval,173.2,75.8,green,sweet,pear
20.5,oval,1546.4,76.4,orange,sweet,papaya
21.4,oval,1518.9,75.4,orange,sweet,papaya
3,oval,9.8,27.3,red,sweet,cherry
10.8,long,126.9,37.4,yellow,sweet,banana
2,round,15.2,48.4,pink,sweet,lychee
7.5,oval,168.7,65.1,green,sweet,pear
16,oval,1177.7,93.8,brown,tangy,pineapple
15.9,oval,1299.9,88,brown,tangy,pineapple
0.9,round,4.7,10.5,purple,sweet,grape
3,oval,9.5,27.1,red,sweet,cherry
5.5,oval,71.6,98.4,brown,tangy,kiwi
0.9,round,5.4,9.3,purple,sweet,grape
18.3,round,1109.3,90.6,brown,sweet,coconut
6.4,round,237.6,113.8,red,sweet,pomegranate
4.1,round,53.4,66.6,purple,tangy,plum
25.6,round,3171.4,149.3,green,sweet,watermelon
8,oval,165.7,70.1,green,sweet,pear
10.6,oval,409.3,158.8,pink,sweet,dragon fruit
16.4,round,1287.9,109.8,brown,sweet,coconut
8,oval,192.8,76.2,green,sweet,pear
4.8,oval,46.7,19.1,orange,tangy,orange
3.1,oval,9.9,28.6,red,sweet,cherry
16.7,round,1198.7,104.6,brown,sweet,coconut
2.8,oval,9.6,29,red,sweet,cherry
8.8,round,319.9,98.7,green,sweet,custard apple
2.2,round,15.9,48.1,pink,sweet,lychee
8.4,oval,168.7,70.5,green,sweet,pear
6.8,round,194.6,60,green,sour,guava
6.6,round,266.5,114.2,red,sweet,pomegranate
5.9,round,147.7,73.3,red,sweet,apple
5.2,oval,79.9,104.1,brown,tangy,kiwi
1,round,4.7,37.1,blue,sweet,blueberry
7.7,round,208.1,65.3,green,sour,guava
3.2,oval,9.8,32.6,red,sweet,cherry
5.5,oval,79.8,98.4,brown,tangy,kiwi
9.5,oval,375,143,pink,sweet,dragon fruit
4.7,oval,48.7,21.9,orange,tangy,orange
10.6,long,123.1,42.2,yellow,sweet,banana
6.8,round,256.6,111.6,red,sweet,pomegranate
14.4,oval,1310.6,91.3,brown,tangy,pineapple
7.4,round,231.1,112.5,red,sweet,pomegranate
4.5,oval,69.2,96.3,brown,tangy,kiwi
15.6,oval,1142.6,95,brown,tangy,pineapple
2.8,oval,20.3,57.2,red,sweet,strawberry
7.8,round,285.9,86.1,green,sweet,custard apple
2.8,oval,21.5,57.5,red,sweet,strawberry
18.7,oval,1638.7,84.5,orange,sweet,papaya
7.5,round,211.3,64.3,green,sour,guava
6.9,round,216.8,56.5,green,sour,guava
5.5,oval,45.1,20.7,orange,tangy,orange
6.6,round,200.5,61.1,green,sour,guava
5.1,oval,53,21.6,orange,tangy,orange
2,round,15,46.4,pink,sweet,lychee
2.1,round,13.9,47.8,pink,sweet,lychee
16.1,oval,1224.9,87.5,brown,tangy,pineapple
10.3,long,122.9,40.3,yellow,sweet,banana
16.6,round,1294.2,102.8,brown,sweet,coconut
4.1,round,46.6,70.6,purple,tangy,plum
6.2,round,147.7,74.1,red,sweet,apple
5.9,round,157.4,80.7,red,sweet,apple
9.8,oval,267.2,124.2,yellow,sweet,mango
5.4,oval,45,19,orange,tangy,orange
6,round,135.4,86.5,red,sweet,apple
10.3,oval,434.5,145.9,pink,sweet,dragon fruit
5.4,round,149,73.2,red,sweet,apple
9.4,long,129.9,37.5,yellow,sweet,banana
17.4,round,1176.5,107.6,brown,sweet,coconut
19.1,oval,1576.7,87.3,orange,sweet,papaya
0.9,round,5.4,9.5,purple,sweet,grape
9.1,long,124.5,40,yellow,sweet,banana
1.9,round,15.9,49.6,pink,sweet,lychee
10.9,long,112.2,41.9,yellow,sweet,banana
5.2,oval,47.3,19.7,orange,tangy,orange
3.2,oval,19.8,56.5,red,sweet,strawberry
9.8,oval,239.3,115.6,yellow,sweet,mango
1,round,5.4,41.8,blue,sweet,blueberry
26.9,round,2898.3,146.1,green,sweet,watermelon
19.1,oval,1470.3,72.6,orange,sweet,papaya
20.6,oval,1580.6,79.2,orange,sweet,papaya
6.9,round,215.9,64.6,green,sour,guava
1,round,4.9,36.6,blue,sweet,blueberry
5.5,round,140.1,77,red,sweet,apple
5,oval,45.7,21,orange,tangy,orange
8.3,round,294.5,84.7,green,sweet,custard apple
2.8,oval,20.9,62.4,red,sweet,strawberry
9.9,long,129.3,36.1,yellow,sweet,banana
23.4,round,3059.1,142.1,green,sweet,watermelon
20.2,oval,1595.8,81.2,orange,sweet,papaya
16.7,round,1220.9,106.2,brown,sweet,coconut
25.7,round,2969,145.5,green,sweet,watermelon
9,oval,227.3,115.8,yellow,sweet,mango
9.8,oval,266.3,110.5,yellow,sweet,mango
7.2,round,202,61.9,green,sour,guava
8.6,round,297.1,82.4,green,sweet,custard apple
1.1,round,5.4,10.9,purple,sweet,grape
2.2,round,14.4,45.7,pink,sweet,lychee
8.8,oval,189.1,63.5,green,sweet,pear
6,round,138.3,87.5,red,sweet,apple
8.7,round,321.3,81.1,green,sweet,custard apple
9.7,oval,365.6,157.3,pink,sweet,dragon fruit
0.9,round,5.1,10,purple,sweet,grape
10.4,long,131.2,37.8,yellow,sweet,banana
2.8,oval,9.5,30.8,red,sweet,cherry
8.4,oval,193.6,63.8,green,sweet,pear
2.8,oval,11,29.7,red,sweet,cherry
4.7,oval,72.7,92.7,brown,tangy,kiwi
8.7,oval,183.4,67.1,green,sweet,pear
2.1,round,14.7,49.4,pink,sweet,lychee
9.3,long,127.7,41.9,yellow,sweet,banana
1.9,round,13.6,53.9,pink,sweet,lychee
9.4,long,127.4,37.1,yellow,sweet,banana
4.3,round,46.5,65.6,purple,tangy,plum
3.9,round,52.1,65.6,purple,tangy,plum
1.9,round,16.1,47.4,pink,sweet,lychee
2,round,14.2,46.5,pink,sweet,lychee
10.8,oval,438.4,146.6,pink,sweet,dragon fruit
8.8,round,295.2,88.6,green,sweet,custard apple
10.2,long,128.2,38.1,yellow,sweet,banana
8.1,oval,196.4,70.9,green,sweet,pear
3,oval,9.3,28.7,red,sweet,cherry
7.4,round,267.8,123.9,red,sweet,pomegranate
2.7,oval,9.9,31.2,red,sweet,cherry
6.3,round,135.7,79.7,red,sweet,apple
8.1,oval,173.4,76,green,sweet,pear
13.9,oval,1142.2,93.7,brown,tangy,pineapple
2.1,round,16.5,46.9,pink,sweet,lychee
7,round,192.8,63.4,green,sour,guava
5.4,oval,68.5,94.5,brown,tangy,kiwi
1.1,round,4.6,38.6,blue,sweet,blueberry
2,round,13.7,50.9,pink,sweet,lychee
18.5,round,1080.3,104.5,brown,sweet,coconut
2.2,round,14,45.9,pink,sweet,lychee
3.3,oval,9.9,28.9,red,sweet,cherry
26.1,round,3130.7,157,green,sweet,watermelon
7.1,round,186.3,65.1,green,sour,guava
9.1,long,111.2,41.2,yellow,sweet,banana
6.7,round,207,64.9,green,sour,guava
5.6,round,152.9,82.9,red,sweet,apple
2,round,13.5,47.9,pink,sweet,lychee
6.6,round,147.4,87.3,red,sweet,apple
2.8,oval,19.5,65.5,red,sweet,strawberry
4,round,53.5,76.4,purple,tangy,plum
9.3,long,120.3,41.2,yellow,sweet,banana
1,round,4.9,43,blue,sweet,blueberry
7.4,round,200.8,54.4,green,sour,guava
14.3,oval,1118.1,91.1,brown,tangy,pineapple
6.5,round,157.3,76.9,red,sweet,apple
6.9,round,263.2,128.9,red,sweet,pomegranate
10,oval,419.8,151.6,pink,sweet,dragon fruit
21,oval,1574.2,77.8,orange,sweet,papaya
8.7,oval,269.9,119.6,yellow,sweet,mango
1.1,round,4.7,43.8,blue,sweet,blueberry
3,oval,21.6,54.1,red,sweet,strawberry
23.6,round,2917.9,138.2,green,sweet,watermelon
10.8,oval,439.1,163.9,pink,sweet,dragon fruit
5.3,oval,69.6,101,brown,tangy,kiwi
8.9,oval,241.2,109,yellow,sweet,mango
7.8,round,322.2,83.5,green,sweet,custard apple
0.9,round,5,11,purple,sweet,grape
9.1,oval,233.3,109.6,yellow,sweet,mango
9.6,oval,255.7,128,yellow,sweet,mango
0.9,round,4.8,42.2,blue,sweet,blueberry
2.1,round,16.2,45,pink,sweet,lychee
8.2,oval,176.4,70.8,green,sweet,pear
9.4,oval,373.3,145.4,pink,sweet,dragon fruit
19,round,1170.1,90.9,brown,sweet,coconut
2.7,oval,19.2,58.9,red,sweet,strawberry
15.8,oval,1268.3,96.3,brown,tangy,pineapple
4.9,oval,48.6,19,orange,tangy,orange
2.9,oval,21,54.8,red,sweet,strawberry
0.9,round,4.5,37.2,blue,sweet,blueberry
20.7,oval,1516.4,78.8,orange,sweet,papaya
10.2,oval,363.2,155.6,pink,sweet,dragon fruit
10.9,oval,364.7,163.5,pink,sweet,dragon fruit
3.1,oval,19.7,54.9,red,sweet,strawberry
7.2,round,244.7,116.6,red,sweet,pomegranate
8.2,oval,172.2,65.8,green,sweet,pear
7.1,round,205.1,61.9,green,sour,guava
7.2,round,193,61.8,green,sour,guava
1.1,round,5.1,38.1,blue,sweet,blueberry
7.7,round,253.2,117.3,red,sweet,pomegranate
8.9,oval,261.6,127.2,yellow,sweet,mango
1.1,round,5,43.3,blue,sweet,blueberry
10,oval,417.3,164.1,pink,sweet,dragon fruit
8.5,round,305.8,96.4,green,sweet,custard apple
6.5,round,225.1,130.8,red,sweet,pomegranate
15.8,oval,1296.6,87,brown,tangy,pineapple
14.5,oval,1132.7,97.7,brown,tangy,pineapple
3.2,oval,10,31,red,sweet,cherry
19.8,oval,1482.9,76.8,orange,sweet,papaya
5.4,oval,54.2,21,orange,tangy,orange
7.5,oval,189.2,63.2,green,sweet,pear
3.1,oval,19.1,60.3,red,sweet,strawberry
14.5,oval,1263.8,92.6,brown,tangy,pineapple
4.4,round,46.6,72.2,purple,tangy,plum
7.6,oval,186,71.2,green,sweet,pear
4.7,oval,49.7,21.4,orange,tangy,orange
7.3,round,316.6,91.6,green,sweet,custard apple
7.6,round,271.1,131.9,red,sweet,pomegranate
8.2,oval,190,71.2,green,sweet,pear
5.4,round,164.6,73.8,red,sweet,apple
5.5,round,137.7,80.3,red,sweet,apple
9.4,oval,267.7,115.6,yellow,sweet,mango
2.7,oval,9.9,29.4,red,sweet,cherry
8.3,oval,176.5,74,green,sweet,pear
26.9,round,2749.5,154.1,green,sweet,watermelon
4.9,oval,46.2,20.6,orange,tangy,orange
0.9,round,5.3,40.9,blue,sweet,blueberry
15.6,oval,1271.5,85,brown,tangy,pineapple
19.8,round,1228.3,105.5,brown,sweet,coconut
3.9,round,45.2,74,purple,tangy,plum
9.6,oval,244,123.1,yellow,sweet,mango
10.8,oval,402.9,136.1,pink,sweet,dragon fruit
7.4,round,253.2,127.3,red,sweet,pomegranate
4.9,oval,52.9,20.2,orange,tangy,orange
21.2,oval,1604,81.2,orange,sweet,papaya
9.8,oval,414.3,153.5,pink,sweet,dragon fruit
2,round,16.1,45.1,pink,sweet,lychee
2.8,oval,21.6,61.5,red,sweet,strawberry
6,round,160,78,red,sweet,apple
8.6,oval,242.7,122.9,yellow,sweet,mango
3.1,oval,10.9,32.5,red,sweet,cherry
15.3,oval,1266.7,85.1,brown,tangy,pineapple
26.6,round,2947.7,149.8,green,sweet,watermelon
9.1,long,116.1,40.4,yellow,sweet,banana
9.4,oval,266,125.8,yellow,sweet,mango
24.1,round,2764.4,154.8,green,sweet,watermelon
5.8,round,149.6,84.9,red,sweet,apple
15.6,oval,1116.1,95.7,brown,tangy,pineapple
1.9,round,15.2,49,pink,sweet,lychee
7.4,oval,181,63.8,green,sweet,pear
3.3,oval,21.9,60.1,red,sweet,strawberry
10.9,long,116.7,42.7,yellow,sweet,banana
2,round,14.3,49.1,pink,sweet,lychee
4.9,oval,51.4,18.3,orange,tangy,orange
4.2,round,48.6,75.2,purple,tangy,plum
3.2,oval,20.5,65.1,red,sweet,strawberry
10.6,oval,373,155.9,pink,sweet,dragon fruit
6.4,round,227.8,119.1,red,sweet,pomegranate
17.7,round,1171,106.2,brown,sweet,coconut
8.6,oval,188,67.4,green,sweet,pear
9.6,long,125.3,42.2,yellow,sweet,banana
19.4,round,1302.1,94.2,brown,sweet,coconut
4.9,oval,54.8,19.7,orange,tangy,orange
4.8,oval,74.1,109.4,brown,tangy,kiwi
16.4,round,1140.8,108.9,brown,sweet,coconut
5.7,round,138.2,78.6,red,sweet,apple
1.1,round,5.1,10.4,purple,sweet,grape
7.6,oval,192.1,65.2,green,sweet,pear
9.4,oval,269.1,112.8,yellow,sweet,mango
5.4,oval,77.6,101.8,brown,tangy,kiwi
6.4,round,218.2,57.1,green,sour,guava
7,round,233.8,113.8,red,sweet,pomegranate
9.1,oval,430.1,152.9,pink,sweet,dragon fruit
11,long,125,41.3,yellow,sweet,banana
10.2,long,116.3,36,yellow,sweet,banana
8.2,round,294.9,83.9,green,sweet,custard apple
1.9,round,15.2,45.4,pink,sweet,lychee
1.9,round,13.8,48.9,pink,sweet,lychee
7.8,oval,175.3,72.5,green,sweet,pear
7.3,oval,187,72.1,green,sweet,pear
19,round,1185.6,106.4,brown,sweet,coconut
4.3,round,46.8,73.2,purple,tangy,plum
8.1,round,284.1,88,green,sweet,custard apple
6.6,round,180.4,54.7,green,sour,guava
9.5,long,109.9,40.1,yellow,sweet,banana
2.8,oval,19.5,56.6,red,sweet,strawberry
5.5,round,138.5,80.4,red,sweet,apple
8.2,oval,259.2,127.4,yellow,sweet,mango
6,round,148.1,78.7,red,sweet,apple
8.2,oval,253.4,124.6,yellow,sweet,mango
23.7,round,3095.5,158.7,green,sweet,watermelon
5.1,oval,50.5,20.8,orange,tangy,orange
10.6,long,122.6,42.8,yellow,sweet,banana
7.3,round,197.7,54.5,green,sour,guava
5,oval,70.7,93,brown,tangy,kiwi
4,round,48.5,69.7,purple,tangy,plum
10.2,long,116.6,41.4,yellow,sweet,banana
18.9,oval,1521.5,86.1,orange,sweet,papaya
9.3,oval,403.1,145.6,pink,sweet,dragon fruit
2.2,round,15.2,54.3,pink,sweet,lychee
4.9,oval,48.1,18,orange,tangy,orange
9.4,oval,364.7,147.3,pink,sweet,dragon fruit
3.1,oval,21.5,61.8,red,sweet,strawberry
8.2,round,302.5,89.9,green,sweet,custard apple
3,oval,18.9,63.4,red,sweet,strawberry
7.6,round,204.7,58,green,sour,guava
16,oval,1096.8,90.7,brown,tangy,pineapple
3.8,round,53.5,75.4,purple,tangy,plum
1.1,round,5.2,39.7,blue,sweet,blueberry
3,oval,19.8,65.1,red,sweet,strawberry
4.2,round,52.5,68.9,purple,tangy,plum
5.5,oval,74.7,109.7,brown,tangy,kiwi
18.5,oval,1438.7,82.7,orange,sweet,papaya
26.3,round,2779.8,152.4,green,sweet,watermelon
18.1,oval,1554.7,86.6,orange,sweet,papaya
3.2,oval,20.6,55.2,red,sweet,strawberry
16.3,round,1134.4,101.8,brown,sweet,coconut
21.1,oval,1606.8,78.7,orange,sweet,papaya
8.6,round,326.7,83.5,green,sweet,custard apple
7.9,round,324,99,green,sweet,custard apple
6.4,round,155.5,79.1,red,sweet,apple
9,oval,227.1,109.5,yellow,sweet,mango
7,round,215.8,62.1,green,sour,guava
9.6,long,112.2,43.8,yellow,sweet,banana
5.5,oval,78.5,96.1,brown,tangy,kiwi
26.7,round,3120.6,162.6,green,sweet,watermelon
3.9,round,51,69.9,purple,tangy,plum
5,oval,69.8,102.6,brown,tangy,kiwi
8.3,oval,188.8,67.2,green,sweet,pear
10.5,oval,408.4,145.6,pink,sweet,dragon fruit
8.4,oval,253.1,128.7,yellow,sweet,mango
5.2,oval,77.9,91.4,brown,tangy,kiwi
9.6,oval,386,151.7,pink,sweet,dragon fruit
9.2,long,111.9,40.7,yellow,sweet,banana
9.7,oval,238.5,123.3,yellow,sweet,mango
6.2,round,157.6,82.9,red,sweet,apple
3.8,round,52.8,69.2,purple,tangy,plum
8.7,oval,270,131.7,yellow,sweet,mango
2.8,oval,20.4,65.2,red,sweet,strawberry
20.9,oval,1381.6,72.7,orange,sweet,papaya
9.3,oval,231.5,119.3,yellow,sweet,mango
8.9,oval,250.6,112.4,yellow,sweet,mango
7.1,round,205.4,60.5,green,sour,guava
1,round,5.1,41.4,blue,sweet,blueberry
10.1,long,120.8,40.7,yellow,sweet,banana
6.7,round,192.1,64.3,green,sour,guava
10.6,oval,424.8,149.2,pink,sweet,dragon fruit
18.7,round,1278.6,97.8,brown,sweet,coconut
6.2,round,164.4,81.8,red,sweet,apple
7,round,216.5,64.5,green,sour,guava
23,round,2936.5,138.5,green,sweet,watermelon
7.3,oval,191.3,75.9,green,sweet,pear
23.4,round,2860.6,164.4,green,sweet,watermelon
2.9,oval,10.1,27.1,red,sweet,cherry
24.5,round,3127.3,137,green,sweet,watermelon
19.7,oval,1393.5,87.5,orange,sweet,papaya
7.5,round,313.2,90.8,green,sweet,custard apple
19.6,oval,1567,84.1,orange,sweet,papaya
9,oval,248.4,108.4,yellow,sweet,mango
1,round,5.4,41.5,blue,sweet,blueberry
21.5,oval,1575.4,82,orange,sweet,papaya
4,round,53.9,68.3,purple,tangy,plum
18.6,oval,1373.4,72.6,orange,sweet,papaya
7.5,round,181.6,63.4,green,sour,guava
14.1,oval,1099,92,brown,tangy,pineapple
7.1,round,256.9,110.5,red,sweet,pomegranate
5.9,round,152,87.7,red,sweet,apple
7.6,oval,178.1,65.7,green,sweet,pear
7.6,round,190.8,62.3,green,sour,guava
8.5,round,303.4,89.4,green,sweet,custard apple
21.4,oval,1562.6,75.6,orange,sweet,papaya
8.6,oval,265.4,122.8,yellow,sweet,mango
6.5,round,182.2,58.4,green,sour,guava
19,round,1174.2,109.2,brown,sweet,coconut
3,oval,21.7,60.1,red,sweet,strawberry
7.1,round,194.7,55.4,green,sour,guava
18.4,oval,1613.9,81.9,orange,sweet,papaya
8.7,round,309.7,94.8,green,sweet,custard apple
5.1,oval,47.9,18.1,orange,tangy,orange
15.2,oval,1201.9,95.3,brown,tangy,pineapple
7,round,235.7,125.6,red,sweet,pomegranate
6.1,round,138.7,86.5,red,sweet,apple
7.2,oval,188.1,67.9,green,sweet,pear
6.4,round,235,121.4,red,sweet,pomegranate
7,round,184,63.6,green,sour,guava
8.4,round,285.4,95.6,green,sweet,custard apple
8.4,oval,227.1,119.5,yellow,sweet,mango
17,round,1116.3,101,brown,sweet,coconut
1.1,round,4.6,41.3,blue,sweet,blueberry
11,long,124.9,41.8,yellow,sweet,banana
16.4,oval,1260.5,97.2,brown,tangy,pineapple
5,oval,71.6,101.3,brown,tangy,kiwi
13.7,oval,1276.9,84.4,brown,tangy,pineapple
4,round,48.1,68.5,purple,tangy,plum
10.8,long,111.1,37.1,yellow,sweet,banana
9.6,oval,239.5,121.4,yellow,sweet,mango
1,round,5.4,40.9,blue,sweet,blueberry
6.5,round,229.7,116.3,red,sweet,pomegranate
3.3,oval,10.7,27.7,red,sweet,cherry
3.1,oval,10.5,31.3,red,sweet,cherry
2.9,oval,18.3,63.3,red,sweet,strawberry
5.8,round,146.1,74.6,red,sweet,apple
4.6,oval,46.6,20.1,orange,tangy,orange
1,round,5.2,41,blue,sweet,blueberry
2,round,15.8,54.3,pink,sweet,lychee
3.2,oval,19.3,58.6,red,sweet,strawberry
20.7,oval,1584.4,79.4,orange,sweet,papaya
8.6,oval,163.1,64.1,green,sweet,pear
1.9,round,13.8,54.4,pink,sweet,lychee
8.3,round,299.1,96.1,green,sweet,custard apple
2.1,round,13.8,46.2,pink,sweet,lychee
22.9,round,2997,142.8,green,sweet,watermelon
3.1,oval,21.6,54.8,red,sweet,strawberry
21.5,oval,1605.9,75.8,orange,sweet,papaya
2.1,round,16.3,48.8,pink,sweet,lychee
21.9,oval,1459.5,79.5,orange,sweet,papaya
8.4,round,288.7,92.2,green,sweet,custard apple
9.8,oval,403.5,150.1,pink,sweet,dragon fruit
5.4,oval,50.4,21.1,orange,tangy,orange
1.9,round,14.8,47.8,pink,sweet,lychee
6.7,round,248.5,113.3,red,sweet,pomegranate
1,round,5.2,43.1,blue,sweet,blueberry
25.1,round,3162.5,165,green,sweet,watermelon
18.5,round,1250.9,108,brown,sweet,coconut
4.9,oval,50.9,19.2,orange,tangy,orange
4.6,oval,82.3,90.5,brown,tangy,kiwi
3.2,oval,9.9,31.3,red,sweet,cherry
8.4,oval,232.2,123.1,yellow,sweet,mango
1.8,round,15.4,54.8,pink,sweet,lychee
8.4,oval,266.1,109.5,yellow,sweet,mango
4.2,round,50.5,69,purple,tangy,plum
6.4,round,147.7,78.1,red,sweet,apple
5.5,oval,48.8,18.6,orange,tangy,orange
6.4,round,161.5,86,red,sweet,apple
0.9,round,4.5,43.1,blue,sweet,blueberry
8.8,oval,225.9,112.8,yellow,sweet,mango
3.3,oval,19.2,62.2,red,sweet,strawberry
2.1,round,14.4,53.6,pink,sweet,lychee
7.3,round,253.8,130.5,red,sweet,pomegranate
23.1,round,3245,152.8,green,sweet,watermelon
19.4,oval,1387.9,84.6,orange,sweet,papaya
15.2,oval,1157.3,97.6,brown,tangy,pineapple
10.1,long,119.6,43.3,yellow,sweet,banana
3.1,oval,9.1,31.9,red,sweet,cherry
4,round,51.3,70.1,purple,tangy,plum
3.1,oval,21.3,59.4,red,sweet,strawberry
27,round,2981.8,143.5,green,sweet,watermelon
15,oval,1271.6,81.6,brown,tangy,pineapple
10.8,long,125.9,38.4,yellow,sweet,banana
5.5,oval,51.2,21.9,orange,tangy,orange
23.7,round,2959.5,135.8,green,sweet,watermelon
9.9,long,123.8,39.5,yellow,sweet,banana
9.5,oval,232.6,112,yellow,sweet,mango
9.7,long,117.3,39,yellow,sweet,banana
0.9,round,5.5,10,purple,sweet,grape
4.9,oval,52.6,20.8,orange,tangy,orange
3.9,round,50.9,64.4,purple,tangy,plum
7.4,round,260,121.7,red,sweet,pomegranate
3.1,oval,9.9,30.7,red,sweet,cherry
7.5,oval,167.5,68.2,green,sweet,pear
20,oval,1424.5,81.7,orange,sweet,papaya
10.5,long,123.5,42.4,yellow,sweet,banana
9.1,long,122.3,43.1,yellow,sweet,banana
4.7,oval,81.7,96.3,brown,tangy,kiwi
1,round,5,40.7,blue,sweet,blueberry
